,step,mx,final,xy
540,5,5,-18.0,"(-4056.0, -3877.0)"
541,5,5,-10.0,"(-4056.0, -3877.0)"
542,5,5,-15.0,"(-4056.0, -3877.0)"
543,5,5,-12.0,"(-4056.0, -3877.0)"
544,5,5,-9.0,"(-4056.0, -3877.0)"
545,5,5,-19.0,"(-4056.0, -3877.0)"
546,5,5,7.0,"(-4056.0, -3877.0)"
547,5,5,1.0,"(-4056.0, -3877.0)"
548,5,5,-15.0,"(-4056.0, -3877.0)"
549,5,5,-20.0,"(-4056.0, -3877.0)"
550,5,5,8.0,"(-4056.0, -3877.0)"
551,5,5,-16.0,"(-4056.0, -3877.0)"
552,5,5,3.0,"(-4056.0, -3877.0)"
553,5,5,-27.0,"(-4056.0, -3877.0)"
554,5,5,2.0,"(-4056.0, -3877.0)"
555,5,5,8.0,"(-4056.0, -3877.0)"
556,5,5,3.0,"(-4056.0, -3877.0)"
557,5,5,-25.0,"(-4056.0, -3877.0)"
558,5,5,-13.0,"(-4056.0, -3877.0)"
559,5,5,6.0,"(-4056.0, -3877.0)"
560,5,5,14.0,"(-4056.0, -3877.0)"
561,5,5,-11.0,"(-4056.0, -3877.0)"
562,5,5,9.0,"(-4056.0, -3877.0)"
563,5,5,3.0,"(-4056.0, -3877.0)"
564,5,5,16.0,"(-4056.0, -3877.0)"
565,5,5,10.0,"(-4056.0, -3877.0)"
566,5,5,-24.0,"(-4056.0, -3877.0)"
567,5,5,-12.0,"(-4056.0, -3877.0)"
568,5,5,-16.0,"(-4056.0, -3877.0)"
569,5,5,13.0,"(-4056.0, -3877.0)"
570,5,5,-12.0,"(-4056.0, -3877.0)"
571,5,5,19.0,"(-4056.0, -3877.0)"
572,5,5,-16.0,"(-4056.0, -3877.0)"
573,5,5,-22.0,"(-4056.0, -3877.0)"
574,5,5,6.0,"(-4056.0, -3877.0)"
575,5,5,-13.0,"(-4056.0, -3877.0)"
576,5,5,12.0,"(-4056.0, -3877.0)"
577,5,5,7.0,"(-4056.0, -3877.0)"
578,5,5,-14.0,"(-4056.0, -3877.0)"
579,5,5,-16.0,"(-4056.0, -3877.0)"
580,5,5,-28.0,"(-4056.0, -3877.0)"
581,5,5,12.0,"(-4056.0, -3877.0)"
582,5,5,8.0,"(-4056.0, -3877.0)"
583,5,5,-26.0,"(-4056.0, -3877.0)"
584,5,5,14.0,"(-4056.0, -3877.0)"
585,5,5,14.0,"(-4056.0, -3877.0)"
586,5,5,14.0,"(-4056.0, -3877.0)"
587,5,5,-8.0,"(-4056.0, -3877.0)"
588,5,5,11.0,"(-4056.0, -3877.0)"
589,5,5,16.0,"(-4056.0, -3877.0)"
590,5,5,13.0,"(-4056.0, -3877.0)"
591,5,5,-18.0,"(-4056.0, -3877.0)"
592,5,5,-9.0,"(-4056.0, -3877.0)"
593,5,5,14.0,"(-4056.0, -3877.0)"
594,5,5,14.0,"(-4056.0, -3877.0)"
595,5,5,-12.0,"(-4056.0, -3877.0)"
596,5,5,-14.0,"(-4056.0, -3877.0)"
597,5,5,7.0,"(-4056.0, -3877.0)"
598,5,5,-25.0,"(-4056.0, -3877.0)"
599,5,5,-11.0,"(-4056.0, -3877.0)"
600,5,10,-19.0,"(-4482.0, -5182.0)"
601,5,10,-18.0,"(-4482.0, -5182.0)"
602,5,10,8.0,"(-4482.0, -5182.0)"
603,5,10,-17.0,"(-4482.0, -5182.0)"
604,5,10,-18.0,"(-4482.0, -5182.0)"
605,5,10,-20.0,"(-4482.0, -5182.0)"
606,5,10,-22.0,"(-4482.0, -5182.0)"
607,5,10,2.0,"(-4482.0, -5182.0)"
608,5,10,7.0,"(-4482.0, -5182.0)"
609,5,10,-21.0,"(-4482.0, -5182.0)"
610,5,10,11.0,"(-4482.0, -5182.0)"
611,5,10,8.0,"(-4482.0, -5182.0)"
612,5,10,10.0,"(-4482.0, -5182.0)"
613,5,10,2.0,"(-4482.0, -5182.0)"
614,5,10,-7.0,"(-4482.0, -5182.0)"
615,5,10,-21.0,"(-4482.0, -5182.0)"
616,5,10,-3.0,"(-4482.0, -5182.0)"
617,5,10,-12.0,"(-4482.0, -5182.0)"
618,5,10,4.0,"(-4482.0, -5182.0)"
619,5,10,-6.0,"(-4482.0, -5182.0)"
620,5,10,10.0,"(-4482.0, -5182.0)"
621,5,10,7.0,"(-4482.0, -5182.0)"
622,5,10,-6.0,"(-4482.0, -5182.0)"
623,5,10,-6.0,"(-4482.0, -5182.0)"
624,5,10,-22.0,"(-4482.0, -5182.0)"
625,5,10,10.0,"(-4482.0, -5182.0)"
626,5,10,5.0,"(-4482.0, -5182.0)"
627,5,10,-19.0,"(-4482.0, -5182.0)"
628,5,10,-6.0,"(-4482.0, -5182.0)"
629,5,10,10.0,"(-4482.0, -5182.0)"
630,5,10,-23.0,"(-4482.0, -5182.0)"
631,5,10,-8.0,"(-4482.0, -5182.0)"
632,5,10,10.0,"(-4482.0, -5182.0)"
633,5,10,-23.0,"(-4482.0, -5182.0)"
634,5,10,-6.0,"(-4482.0, -5182.0)"
635,5,10,10.0,"(-4482.0, -5182.0)"
636,5,10,9.0,"(-4482.0, -5182.0)"
637,5,10,-16.0,"(-4482.0, -5182.0)"
638,5,10,10.0,"(-4482.0, -5182.0)"
639,5,10,-21.0,"(-4482.0, -5182.0)"
640,5,10,11.0,"(-4482.0, -5182.0)"
641,5,10,3.0,"(-4482.0, -5182.0)"
642,5,10,10.0,"(-4482.0, -5182.0)"
643,5,10,-8.0,"(-4482.0, -5182.0)"
644,5,10,-21.0,"(-4482.0, -5182.0)"
645,5,10,-21.0,"(-4482.0, -5182.0)"
646,5,10,3.0,"(-4482.0, -5182.0)"
647,5,10,-17.0,"(-4482.0, -5182.0)"
648,5,10,-23.0,"(-4482.0, -5182.0)"
649,5,10,6.0,"(-4482.0, -5182.0)"
650,5,10,-20.0,"(-4482.0, -5182.0)"
651,5,10,6.0,"(-4482.0, -5182.0)"
652,5,10,11.0,"(-4482.0, -5182.0)"
653,5,10,-6.0,"(-4482.0, -5182.0)"
654,5,10,-21.0,"(-4482.0, -5182.0)"
655,5,10,-22.0,"(-4482.0, -5182.0)"
656,5,10,1.0,"(-4482.0, -5182.0)"
657,5,10,-23.0,"(-4482.0, -5182.0)"
658,5,10,3.0,"(-4482.0, -5182.0)"
659,5,10,-2.0,"(-4482.0, -5182.0)"
660,5,10,-19.0,"(-4482.0, -5182.0)"
661,5,10,10.0,"(-4482.0, -5182.0)"
662,5,10,-7.0,"(-4482.0, -5182.0)"
663,5,10,11.0,"(-4482.0, -5182.0)"
664,5,10,-3.0,"(-4482.0, -5182.0)"
665,5,10,1.0,"(-4482.0, -5182.0)"
666,5,10,-19.0,"(-4482.0, -5182.0)"
667,5,10,-19.0,"(-4482.0, -5182.0)"
668,5,10,-19.0,"(-4482.0, -5182.0)"
669,5,10,11.0,"(-4482.0, -5182.0)"
670,5,10,11.0,"(-4482.0, -5182.0)"
671,5,10,-22.0,"(-4482.0, -5182.0)"
672,5,10,-23.0,"(-4482.0, -5182.0)"
673,5,10,11.0,"(-4482.0, -5182.0)"
674,5,10,-22.0,"(-4482.0, -5182.0)"
675,5,10,-23.0,"(-4482.0, -5182.0)"
676,5,10,11.0,"(-4482.0, -5182.0)"
677,5,10,-11.0,"(-4482.0, -5182.0)"
678,5,10,-21.0,"(-4482.0, -5182.0)"
679,5,10,-7.0,"(-4482.0, -5182.0)"
680,5,10,-6.0,"(-4482.0, -5182.0)"
681,5,10,-12.0,"(-4482.0, -5182.0)"
682,5,10,-20.0,"(-4482.0, -5182.0)"
683,5,10,-23.0,"(-4482.0, -5182.0)"
684,5,10,-23.0,"(-4482.0, -5182.0)"
685,5,10,10.0,"(-4482.0, -5182.0)"
686,5,10,-6.0,"(-4482.0, -5182.0)"
687,5,10,-19.0,"(-4482.0, -5182.0)"
688,5,10,10.0,"(-4482.0, -5182.0)"
689,5,10,11.0,"(-4482.0, -5182.0)"
690,5,10,-22.0,"(-4482.0, -5182.0)"
691,5,10,-6.0,"(-4482.0, -5182.0)"
692,5,10,-12.0,"(-4482.0, -5182.0)"
693,5,10,11.0,"(-4482.0, -5182.0)"
694,5,10,-19.0,"(-4482.0, -5182.0)"
695,5,10,11.0,"(-4482.0, -5182.0)"
696,5,10,4.0,"(-4482.0, -5182.0)"
697,5,10,10.0,"(-4482.0, -5182.0)"
698,5,10,6.0,"(-4482.0, -5182.0)"
699,5,10,-20.0,"(-4482.0, -5182.0)"
700,5,15,9.0,"(-1160.0, -1923.0)"
701,5,15,4.0,"(-1160.0, -1923.0)"
702,5,15,-13.0,"(-1160.0, -1923.0)"
703,5,15,-7.0,"(-1160.0, -1923.0)"
704,5,15,9.0,"(-1160.0, -1923.0)"
705,5,15,9.0,"(-1160.0, -1923.0)"
706,5,15,10.0,"(-1160.0, -1923.0)"
707,5,15,9.0,"(-1160.0, -1923.0)"
708,5,15,9.0,"(-1160.0, -1923.0)"
709,5,15,10.0,"(-1160.0, -1923.0)"
710,5,15,-7.0,"(-1160.0, -1923.0)"
711,5,15,11.0,"(-1160.0, -1923.0)"
712,5,15,-13.0,"(-1160.0, -1923.0)"
713,5,15,10.0,"(-1160.0, -1923.0)"
714,5,15,5.0,"(-1160.0, -1923.0)"
715,5,15,11.0,"(-1160.0, -1923.0)"
716,5,15,-7.0,"(-1160.0, -1923.0)"
717,5,15,10.0,"(-1160.0, -1923.0)"
718,5,15,-7.0,"(-1160.0, -1923.0)"
719,5,15,8.0,"(-1160.0, -1923.0)"
720,5,15,10.0,"(-1160.0, -1923.0)"
721,5,15,11.0,"(-1160.0, -1923.0)"
722,5,15,9.0,"(-1160.0, -1923.0)"
723,5,15,9.0,"(-1160.0, -1923.0)"
724,5,15,-4.0,"(-1160.0, -1923.0)"
725,5,15,11.0,"(-1160.0, -1923.0)"
726,5,15,-13.0,"(-1160.0, -1923.0)"
727,5,15,-5.0,"(-1160.0, -1923.0)"
728,5,15,-7.0,"(-1160.0, -1923.0)"
729,5,15,4.0,"(-1160.0, -1923.0)"
730,5,15,9.0,"(-1160.0, -1923.0)"
731,5,15,9.0,"(-1160.0, -1923.0)"
732,5,15,6.0,"(-1160.0, -1923.0)"
733,5,15,9.0,"(-1160.0, -1923.0)"
734,5,15,9.0,"(-1160.0, -1923.0)"
735,5,15,10.0,"(-1160.0, -1923.0)"
736,5,15,-5.0,"(-1160.0, -1923.0)"
737,5,15,10.0,"(-1160.0, -1923.0)"
738,5,15,9.0,"(-1160.0, -1923.0)"
739,5,15,10.0,"(-1160.0, -1923.0)"
740,5,15,10.0,"(-1160.0, -1923.0)"
741,5,15,9.0,"(-1160.0, -1923.0)"
742,5,15,4.0,"(-1160.0, -1923.0)"
743,5,15,-5.0,"(-1160.0, -1923.0)"
744,5,15,9.0,"(-1160.0, -1923.0)"
745,5,15,-5.0,"(-1160.0, -1923.0)"
746,5,15,10.0,"(-1160.0, -1923.0)"
747,5,15,-4.0,"(-1160.0, -1923.0)"
748,5,15,-7.0,"(-1160.0, -1923.0)"
749,5,15,-13.0,"(-1160.0, -1923.0)"
750,5,15,-4.0,"(-1160.0, -1923.0)"
751,5,15,9.0,"(-1160.0, -1923.0)"
752,5,15,9.0,"(-1160.0, -1923.0)"
753,5,15,11.0,"(-1160.0, -1923.0)"
754,5,15,9.0,"(-1160.0, -1923.0)"
755,5,15,9.0,"(-1160.0, -1923.0)"
756,5,15,-4.0,"(-1160.0, -1923.0)"
757,5,15,-13.0,"(-1160.0, -1923.0)"
758,5,15,-13.0,"(-1160.0, -1923.0)"
759,5,15,10.0,"(-1160.0, -1923.0)"
760,5,15,-13.0,"(-1160.0, -1923.0)"
761,5,15,10.0,"(-1160.0, -1923.0)"
762,5,15,11.0,"(-1160.0, -1923.0)"
763,5,15,-4.0,"(-1160.0, -1923.0)"
764,5,15,-7.0,"(-1160.0, -1923.0)"
765,5,15,9.0,"(-1160.0, -1923.0)"
766,5,15,-7.0,"(-1160.0, -1923.0)"
767,5,15,-5.0,"(-1160.0, -1923.0)"
768,5,15,10.0,"(-1160.0, -1923.0)"
769,5,15,11.0,"(-1160.0, -1923.0)"
770,5,15,-7.0,"(-1160.0, -1923.0)"
771,5,15,10.0,"(-1160.0, -1923.0)"
772,5,15,-13.0,"(-1160.0, -1923.0)"
773,5,15,10.0,"(-1160.0, -1923.0)"
774,5,15,10.0,"(-1160.0, -1923.0)"
775,5,15,6.0,"(-1160.0, -1923.0)"
776,5,15,9.0,"(-1160.0, -1923.0)"
777,5,15,9.0,"(-1160.0, -1923.0)"
778,5,15,-4.0,"(-1160.0, -1923.0)"
779,5,15,-7.0,"(-1160.0, -1923.0)"
780,5,15,-13.0,"(-1160.0, -1923.0)"
781,5,15,11.0,"(-1160.0, -1923.0)"
782,5,15,-13.0,"(-1160.0, -1923.0)"
783,5,15,10.0,"(-1160.0, -1923.0)"
784,5,15,-4.0,"(-1160.0, -1923.0)"
785,5,15,10.0,"(-1160.0, -1923.0)"
786,5,15,5.0,"(-1160.0, -1923.0)"
787,5,15,10.0,"(-1160.0, -1923.0)"
788,5,15,10.0,"(-1160.0, -1923.0)"
789,5,15,10.0,"(-1160.0, -1923.0)"
790,5,15,10.0,"(-1160.0, -1923.0)"
791,5,15,-13.0,"(-1160.0, -1923.0)"
792,5,15,11.0,"(-1160.0, -1923.0)"
793,5,15,-8.0,"(-1160.0, -1923.0)"
794,5,15,-7.0,"(-1160.0, -1923.0)"
795,5,15,-13.0,"(-1160.0, -1923.0)"
796,5,15,9.0,"(-1160.0, -1923.0)"
797,5,15,10.0,"(-1160.0, -1923.0)"
798,5,15,-13.0,"(-1160.0, -1923.0)"
799,5,15,-5.0,"(-1160.0, -1923.0)"
800,5,20,-8.0,"(1531.0, -3407.0)"
801,5,20,9.0,"(1531.0, -3407.0)"
802,5,20,-9.0,"(1531.0, -3407.0)"
803,5,20,-8.0,"(1531.0, -3407.0)"
804,5,20,-9.0,"(1531.0, -3407.0)"
805,5,20,66.0,"(1531.0, -3407.0)"
806,5,20,-9.0,"(1531.0, -3407.0)"
807,5,20,-9.0,"(1531.0, -3407.0)"
808,5,20,9.0,"(1531.0, -3407.0)"
809,5,20,10.0,"(1531.0, -3407.0)"
810,5,20,10.0,"(1531.0, -3407.0)"
811,5,20,9.0,"(1531.0, -3407.0)"
812,5,20,-8.0,"(1531.0, -3407.0)"
813,5,20,-8.0,"(1531.0, -3407.0)"
814,5,20,9.0,"(1531.0, -3407.0)"
815,5,20,65.0,"(1531.0, -3407.0)"
816,5,20,10.0,"(1531.0, -3407.0)"
817,5,20,10.0,"(1531.0, -3407.0)"
818,5,20,9.0,"(1531.0, -3407.0)"
819,5,20,-9.0,"(1531.0, -3407.0)"
820,5,20,-9.0,"(1531.0, -3407.0)"
821,5,20,-9.0,"(1531.0, -3407.0)"
822,5,20,10.0,"(1531.0, -3407.0)"
823,5,20,-8.0,"(1531.0, -3407.0)"
824,5,20,-8.0,"(1531.0, -3407.0)"
825,5,20,-8.0,"(1531.0, -3407.0)"
826,5,20,-9.0,"(1531.0, -3407.0)"
827,5,20,-8.0,"(1531.0, -3407.0)"
828,5,20,10.0,"(1531.0, -3407.0)"
829,5,20,9.0,"(1531.0, -3407.0)"
830,5,20,-9.0,"(1531.0, -3407.0)"
831,5,20,-8.0,"(1531.0, -3407.0)"
832,5,20,10.0,"(1531.0, -3407.0)"
833,5,20,-12.0,"(1531.0, -3407.0)"
834,5,20,-12.0,"(1531.0, -3407.0)"
835,5,20,-12.0,"(1531.0, -3407.0)"
836,5,20,10.0,"(1531.0, -3407.0)"
837,5,20,-12.0,"(1531.0, -3407.0)"
838,5,20,-12.0,"(1531.0, -3407.0)"
839,5,20,-12.0,"(1531.0, -3407.0)"
840,5,20,66.0,"(1531.0, -3407.0)"
841,5,20,10.0,"(1531.0, -3407.0)"
842,5,20,-12.0,"(1531.0, -3407.0)"
843,5,20,-8.0,"(1531.0, -3407.0)"
844,5,20,-9.0,"(1531.0, -3407.0)"
845,5,20,65.0,"(1531.0, -3407.0)"
846,5,20,10.0,"(1531.0, -3407.0)"
847,5,20,-12.0,"(1531.0, -3407.0)"
848,5,20,10.0,"(1531.0, -3407.0)"
849,5,20,-12.0,"(1531.0, -3407.0)"
850,5,20,-12.0,"(1531.0, -3407.0)"
851,5,20,-12.0,"(1531.0, -3407.0)"
852,5,20,9.0,"(1531.0, -3407.0)"
853,5,20,-9.0,"(1531.0, -3407.0)"
854,5,20,-8.0,"(1531.0, -3407.0)"
855,5,20,10.0,"(1531.0, -3407.0)"
856,5,20,-8.0,"(1531.0, -3407.0)"
857,5,20,10.0,"(1531.0, -3407.0)"
858,5,20,-12.0,"(1531.0, -3407.0)"
859,5,20,-8.0,"(1531.0, -3407.0)"
860,5,20,-12.0,"(1531.0, -3407.0)"
861,5,20,-12.0,"(1531.0, -3407.0)"
862,5,20,-12.0,"(1531.0, -3407.0)"
863,5,20,9.0,"(1531.0, -3407.0)"
864,5,20,9.0,"(1531.0, -3407.0)"
865,5,20,10.0,"(1531.0, -3407.0)"
866,5,20,9.0,"(1531.0, -3407.0)"
867,5,20,-12.0,"(1531.0, -3407.0)"
868,5,20,-12.0,"(1531.0, -3407.0)"
869,5,20,-8.0,"(1531.0, -3407.0)"
870,5,20,10.0,"(1531.0, -3407.0)"
871,5,20,10.0,"(1531.0, -3407.0)"
872,5,20,10.0,"(1531.0, -3407.0)"
873,5,20,9.0,"(1531.0, -3407.0)"
874,5,20,10.0,"(1531.0, -3407.0)"
875,5,20,9.0,"(1531.0, -3407.0)"
876,5,20,10.0,"(1531.0, -3407.0)"
877,5,20,66.0,"(1531.0, -3407.0)"
878,5,20,9.0,"(1531.0, -3407.0)"
879,5,20,9.0,"(1531.0, -3407.0)"
880,5,20,-8.0,"(1531.0, -3407.0)"
881,5,20,-12.0,"(1531.0, -3407.0)"
882,5,20,-9.0,"(1531.0, -3407.0)"
883,5,20,9.0,"(1531.0, -3407.0)"
884,5,20,10.0,"(1531.0, -3407.0)"
885,5,20,10.0,"(1531.0, -3407.0)"
886,5,20,9.0,"(1531.0, -3407.0)"
887,5,20,-8.0,"(1531.0, -3407.0)"
888,5,20,10.0,"(1531.0, -3407.0)"
889,5,20,-8.0,"(1531.0, -3407.0)"
890,5,20,-8.0,"(1531.0, -3407.0)"
891,5,20,-9.0,"(1531.0, -3407.0)"
892,5,20,-9.0,"(1531.0, -3407.0)"
893,5,20,9.0,"(1531.0, -3407.0)"
894,5,20,-12.0,"(1531.0, -3407.0)"
895,5,20,-12.0,"(1531.0, -3407.0)"
896,5,20,-8.0,"(1531.0, -3407.0)"
897,5,20,65.0,"(1531.0, -3407.0)"
898,5,20,9.0,"(1531.0, -3407.0)"
899,5,20,-12.0,"(1531.0, -3407.0)"
900,5,50,92.0,"(-3577.0, -2639.0)"
901,5,50,93.0,"(-3577.0, -2639.0)"
902,5,50,95.0,"(-3577.0, -2639.0)"
903,5,50,94.0,"(-3577.0, -2639.0)"
904,5,50,96.0,"(-3577.0, -2639.0)"
905,5,50,95.0,"(-3577.0, -2639.0)"
906,5,50,97.0,"(-3577.0, -2639.0)"
907,5,50,92.0,"(-3577.0, -2639.0)"
908,5,50,93.0,"(-3577.0, -2639.0)"
909,5,50,96.0,"(-3577.0, -2639.0)"
910,5,50,94.0,"(-3577.0, -2639.0)"
911,5,50,94.0,"(-3577.0, -2639.0)"
912,5,50,93.0,"(-3577.0, -2639.0)"
913,5,50,90.0,"(-3577.0, -2639.0)"
914,5,50,97.0,"(-3577.0, -2639.0)"
915,5,50,95.0,"(-3577.0, -2639.0)"
916,5,50,94.0,"(-3577.0, -2639.0)"
917,5,50,95.0,"(-3577.0, -2639.0)"
918,5,50,93.0,"(-3577.0, -2639.0)"
919,5,50,93.0,"(-3577.0, -2639.0)"
920,5,50,91.0,"(-3577.0, -2639.0)"
921,5,50,97.0,"(-3577.0, -2639.0)"
922,5,50,87.0,"(-3577.0, -2639.0)"
923,5,50,93.0,"(-3577.0, -2639.0)"
924,5,50,93.0,"(-3577.0, -2639.0)"
925,5,50,97.0,"(-3577.0, -2639.0)"
926,5,50,94.0,"(-3577.0, -2639.0)"
927,5,50,91.0,"(-3577.0, -2639.0)"
928,5,50,97.0,"(-3577.0, -2639.0)"
929,5,50,95.0,"(-3577.0, -2639.0)"
930,5,50,87.0,"(-3577.0, -2639.0)"
931,5,50,97.0,"(-3577.0, -2639.0)"
932,5,50,94.0,"(-3577.0, -2639.0)"
933,5,50,95.0,"(-3577.0, -2639.0)"
934,5,50,96.0,"(-3577.0, -2639.0)"
935,5,50,97.0,"(-3577.0, -2639.0)"
936,5,50,93.0,"(-3577.0, -2639.0)"
937,5,50,94.0,"(-3577.0, -2639.0)"
938,5,50,97.0,"(-3577.0, -2639.0)"
939,5,50,97.0,"(-3577.0, -2639.0)"
940,5,50,97.0,"(-3577.0, -2639.0)"
941,5,50,94.0,"(-3577.0, -2639.0)"
942,5,50,97.0,"(-3577.0, -2639.0)"
943,5,50,96.0,"(-3577.0, -2639.0)"
944,5,50,95.0,"(-3577.0, -2639.0)"
945,5,50,97.0,"(-3577.0, -2639.0)"
946,5,50,97.0,"(-3577.0, -2639.0)"
947,5,50,97.0,"(-3577.0, -2639.0)"
948,5,50,95.0,"(-3577.0, -2639.0)"
949,5,50,93.0,"(-3577.0, -2639.0)"
950,5,50,85.0,"(-3577.0, -2639.0)"
951,5,50,93.0,"(-3577.0, -2639.0)"
952,5,50,96.0,"(-3577.0, -2639.0)"
953,5,50,96.0,"(-3577.0, -2639.0)"
954,5,50,97.0,"(-3577.0, -2639.0)"
955,5,50,93.0,"(-3577.0, -2639.0)"
956,5,50,95.0,"(-3577.0, -2639.0)"
957,5,50,95.0,"(-3577.0, -2639.0)"
958,5,50,93.0,"(-3577.0, -2639.0)"
959,5,50,96.0,"(-3577.0, -2639.0)"
960,5,50,92.0,"(-3577.0, -2639.0)"
961,5,50,93.0,"(-3577.0, -2639.0)"
962,5,50,97.0,"(-3577.0, -2639.0)"
963,5,50,95.0,"(-3577.0, -2639.0)"
964,5,50,97.0,"(-3577.0, -2639.0)"
965,5,50,94.0,"(-3577.0, -2639.0)"
966,5,50,89.0,"(-3577.0, -2639.0)"
967,5,50,88.0,"(-3577.0, -2639.0)"
968,5,50,96.0,"(-3577.0, -2639.0)"
969,5,50,96.0,"(-3577.0, -2639.0)"
970,5,50,93.0,"(-3577.0, -2639.0)"
971,5,50,95.0,"(-3577.0, -2639.0)"
972,5,50,89.0,"(-3577.0, -2639.0)"
973,5,50,93.0,"(-3577.0, -2639.0)"
974,5,50,88.0,"(-3577.0, -2639.0)"
975,5,50,96.0,"(-3577.0, -2639.0)"
976,5,50,97.0,"(-3577.0, -2639.0)"
977,5,50,93.0,"(-3577.0, -2639.0)"
978,5,50,86.0,"(-3577.0, -2639.0)"
979,5,50,93.0,"(-3577.0, -2639.0)"
980,5,50,96.0,"(-3577.0, -2639.0)"
981,5,50,94.0,"(-3577.0, -2639.0)"
982,5,50,95.0,"(-3577.0, -2639.0)"
983,5,50,94.0,"(-3577.0, -2639.0)"
984,5,50,88.0,"(-3577.0, -2639.0)"
985,5,50,96.0,"(-3577.0, -2639.0)"
986,5,50,94.0,"(-3577.0, -2639.0)"
987,5,50,96.0,"(-3577.0, -2639.0)"
988,5,50,97.0,"(-3577.0, -2639.0)"
989,5,50,92.0,"(-3577.0, -2639.0)"
990,5,50,96.0,"(-3577.0, -2639.0)"
991,5,50,93.0,"(-3577.0, -2639.0)"
992,5,50,94.0,"(-3577.0, -2639.0)"
993,5,50,93.0,"(-3577.0, -2639.0)"
994,5,50,95.0,"(-3577.0, -2639.0)"
995,5,50,97.0,"(-3577.0, -2639.0)"
996,5,50,93.0,"(-3577.0, -2639.0)"
997,5,50,94.0,"(-3577.0, -2639.0)"
998,5,50,87.0,"(-3577.0, -2639.0)"
999,5,50,94.0,"(-3577.0, -2639.0)"
1000,10,5,-13.0,"(-111.0, -2717.0)"
1001,10,5,-29.0,"(-111.0, -2717.0)"
1002,10,5,0.0,"(-111.0, -2717.0)"
1003,10,5,-31.0,"(-111.0, -2717.0)"
1004,10,5,-27.0,"(-111.0, -2717.0)"
1005,10,5,-26.0,"(-111.0, -2717.0)"
1006,10,5,-15.0,"(-111.0, -2717.0)"
1007,10,5,-32.0,"(-111.0, -2717.0)"
1008,10,5,-5.0,"(-111.0, -2717.0)"
1009,10,5,-1.0,"(-111.0, -2717.0)"
1010,10,5,-30.0,"(-111.0, -2717.0)"
1011,10,5,-10.0,"(-111.0, -2717.0)"
1012,10,5,9.0,"(-111.0, -2717.0)"
1013,10,5,-33.0,"(-111.0, -2717.0)"
1014,10,5,-14.0,"(-111.0, -2717.0)"
1015,10,5,-15.0,"(-111.0, -2717.0)"
1016,10,5,-28.0,"(-111.0, -2717.0)"
1017,10,5,4.0,"(-111.0, -2717.0)"
1018,10,5,9.0,"(-111.0, -2717.0)"
1019,10,5,5.0,"(-111.0, -2717.0)"
1020,10,5,-26.0,"(-111.0, -2717.0)"
1021,10,5,9.0,"(-111.0, -2717.0)"
1022,10,5,-7.0,"(-111.0, -2717.0)"
1023,10,5,-31.0,"(-111.0, -2717.0)"
1024,10,5,-10.0,"(-111.0, -2717.0)"
1025,10,5,-15.0,"(-111.0, -2717.0)"
1026,10,5,-32.0,"(-111.0, -2717.0)"
1027,10,5,10.0,"(-111.0, -2717.0)"
1028,10,5,-15.0,"(-111.0, -2717.0)"
1029,10,5,-29.0,"(-111.0, -2717.0)"
1030,10,5,7.0,"(-111.0, -2717.0)"
1031,10,5,-27.0,"(-111.0, -2717.0)"
1032,10,5,-15.0,"(-111.0, -2717.0)"
1033,10,5,-15.0,"(-111.0, -2717.0)"
1034,10,5,4.0,"(-111.0, -2717.0)"
1035,10,5,-13.0,"(-111.0, -2717.0)"
1036,10,5,6.0,"(-111.0, -2717.0)"
1037,10,5,-15.0,"(-111.0, -2717.0)"
1038,10,5,-28.0,"(-111.0, -2717.0)"
1039,10,5,-33.0,"(-111.0, -2717.0)"
1040,10,5,2.0,"(-111.0, -2717.0)"
1041,10,5,-30.0,"(-111.0, -2717.0)"
1042,10,5,6.0,"(-111.0, -2717.0)"
1043,10,5,-26.0,"(-111.0, -2717.0)"
1044,10,5,-13.0,"(-111.0, -2717.0)"
1045,10,5,-29.0,"(-111.0, -2717.0)"
1046,10,5,-12.0,"(-111.0, -2717.0)"
1047,10,5,-29.0,"(-111.0, -2717.0)"
1048,10,5,-33.0,"(-111.0, -2717.0)"
1049,10,5,-34.0,"(-111.0, -2717.0)"
1050,10,5,-30.0,"(-111.0, -2717.0)"
1051,10,5,-32.0,"(-111.0, -2717.0)"
1052,10,5,0.0,"(-111.0, -2717.0)"
1053,10,5,-28.0,"(-111.0, -2717.0)"
1054,10,5,3.0,"(-111.0, -2717.0)"
1055,10,5,-27.0,"(-111.0, -2717.0)"
1056,10,5,7.0,"(-111.0, -2717.0)"
1057,10,5,-27.0,"(-111.0, -2717.0)"
1058,10,5,-13.0,"(-111.0, -2717.0)"
1059,10,5,-27.0,"(-111.0, -2717.0)"
1060,10,5,4.0,"(-111.0, -2717.0)"
1061,10,5,5.0,"(-111.0, -2717.0)"
1062,10,5,7.0,"(-111.0, -2717.0)"
1063,10,5,1.0,"(-111.0, -2717.0)"
1064,10,5,0.0,"(-111.0, -2717.0)"
1065,10,5,-30.0,"(-111.0, -2717.0)"
1066,10,5,-30.0,"(-111.0, -2717.0)"
1067,10,5,-30.0,"(-111.0, -2717.0)"
1068,10,5,-14.0,"(-111.0, -2717.0)"
1069,10,5,-28.0,"(-111.0, -2717.0)"
1070,10,5,-26.0,"(-111.0, -2717.0)"
1071,10,5,-15.0,"(-111.0, -2717.0)"
